refs,H2,H1,L2
0,1.0826902988864124,0.013775099412033982,0.0004296298694370241
1,0.5056199200968848,0.005284409447740636,0.0001148144959376093
2,0.12509123122310994,0.0006857149446749019,7.431647526845561e-06
3,0.031110375637022108,8.813936535536714e-05,4.76933161389371e-07
4,0.007780775146890515,4.677220934742284e-05,5.714140295603283e-06
