refs,H2,H1,L2
0,1.3625437355231764,0.017159142715154414,0.00041705182181955863
1,0.6386834940532609,0.006753604211130868,0.00012383975719671214
2,0.15829681817355584,0.0008782123666203588,8.070542014341647e-06
3,0.03939538845930198,0.00011282352257396369,5.199314090207291e-07
4,0.009829551615694865,1.4324616742250207e-05,3.3654207876065036e-08
