refs,H2,H1,L2
0,0.3635203972495328,0.0032711111150607415,5.620320610753974e-05
1,0.09554521054730988,0.0006667367678273919,7.233133762164495e-06
2,0.005565619798078892,1.8812932961761793e-05,8.815822891913832e-08
3,0.00032825752833873267,5.379349399310014e-07,1.2632939518315765e-09
4,1.983519367897575e-05,3.005672402703213e-08,1.5944365931409996e-09
